ICD10,PHECODE,Exl. Phecodes,Excl. Phenotypes
F800,315.2,312-315.99,Developmental/behavioral disorders
F801,315.2,312-315.99,Developmental/behavioral disorders
F802,315.2,312-315.99,Developmental/behavioral disorders
F803,315.2,312-315.99,Developmental/behavioral disorders
F809,315.2,312-315.99,Developmental/behavioral disorders
F810,315.1,312-315.99,Developmental/behavioral disorders
F812,315.1,312-315.99,Developmental/behavioral disorders
F819,315.1,312-315.99,Developmental/behavioral disorders
F82,315.0,312-315.99,Developmental/behavioral disorders
F840,313.3,312-315.99,Developmental/behavioral disorders
F841,313.3,312-315.99,Developmental/behavioral disorders
F843,313.3,312-315.99,Developmental/behavioral disorders
F845,313.3,312-315.99,Developmental/behavioral disorders
F89,315.0,312-315.99,Developmental/behavioral disorders
F911,312.0,312-315.99,Developmental/behavioral disorders
F918,312.0,312-315.99,Developmental/behavioral disorders
F919,312.0,312-315.99,Developmental/behavioral disorders
F920,312.0,312-315.99,Developmental/behavioral disorders
F929,312.0,312-315.99,Developmental/behavioral disorders
F940,313.0,312-315.99,Developmental/behavioral disorders
F950,313.2,312-315.99,Developmental/behavioral disorders
F951,313.2,312-315.99,Developmental/behavioral disorders
F952,313.2,312-315.99,Developmental/behavioral disorders
F959,313.2,312-315.99,Developmental/behavioral disorders
F981,313.0,312-315.99,Developmental/behavioral disorders
F985,313.2,312-315.99,Developmental/behavioral disorders
F988,313.0,312-315.99,Developmental/behavioral disorders
F99,300.0,295-306.99,psychological disorders
G000,320.0,320-326.9,INFLAMMATORY DISEASES OF THE CENTRAL NERVOUS SYSTEM
G001,320.0,320-326.9,INFLAMMATORY DISEASES OF THE CENTRAL NERVOUS SYSTEM
G002,320.0,320-326.9,INFLAMMATORY DISEASES OF THE CENTRAL NERVOUS SYSTEM
G003,320.0,320-326.9,INFLAMMATORY DISEASES OF THE CENTRAL NERVOUS SYSTEM
G008,320.0,320-326.9,INFLAMMATORY DISEASES OF THE CENTRAL NERVOUS SYSTEM
G009,320.0,320-326.9,INFLAMMATORY DISEASES OF THE CENTRAL NERVOUS SYSTEM
G01,320.0,320-326.9,INFLAMMATORY DISEASES OF THE CENTRAL NERVOUS SYSTEM
G020,320.0,320-326.9,INFLAMMATORY DISEASES OF THE CENTRAL NERVOUS SYSTEM
G021,117.0,110-118.99,Mycoses
G021,320.0,320-326.9,INFLAMMATORY DISEASES OF THE CENTRAL NERVOUS SYSTEM
G030,320.0,320-326.9,INFLAMMATORY DISEASES OF THE CENTRAL NERVOUS SYSTEM
G031,320.0,320-326.9,INFLAMMATORY DISEASES OF THE CENTRAL NERVOUS SYSTEM
G032,320.0,320-326.9,INFLAMMATORY DISEASES OF THE CENTRAL NERVOUS SYSTEM
G038,1011.0,,
G039,320.0,320-326.9,INFLAMMATORY DISEASES OF THE CENTRAL NERVOUS SYSTEM
G040,323.0,320-326.9,INFLAMMATORY DISEASES OF THE CENTRAL NERVOUS SYSTEM
G041,344.0,"330-337.99, 341-349.99",hereditary/degenerative nervous conditions; other diseases of CNS
G042,320.0,320-326.9,INFLAMMATORY DISEASES OF THE CENTRAL NERVOUS SYSTEM
G048,323.8,320-326.9,INFLAMMATORY DISEASES OF THE CENTRAL NERVOUS SYSTEM
G048,323.0,320-326.9,INFLAMMATORY DISEASES OF THE CENTRAL NERVOUS SYSTEM
G049,323.0,320-326.9,INFLAMMATORY DISEASES OF THE CENTRAL NERVOUS SYSTEM
G050,323.0,320-326.9,INFLAMMATORY DISEASES OF THE CENTRAL NERVOUS SYSTEM
G051,323.0,320-326.9,INFLAMMATORY DISEASES OF THE CENTRAL NERVOUS SYSTEM
G052,323.0,320-326.9,INFLAMMATORY DISEASES OF THE CENTRAL NERVOUS SYSTEM
G058,323.0,320-326.9,INFLAMMATORY DISEASES OF THE CENTRAL NERVOUS SYSTEM
G060,324.0,320-326.9,INFLAMMATORY DISEASES OF THE CENTRAL NERVOUS SYSTEM
G061,324.0,320-326.9,INFLAMMATORY DISEASES OF THE CENTRAL NERVOUS SYSTEM
G062,324.0,320-326.9,INFLAMMATORY DISEASES OF THE CENTRAL NERVOUS SYSTEM
G07,324.0,320-326.9,INFLAMMATORY DISEASES OF THE CENTRAL NERVOUS SYSTEM
G08,325.0,320-326.9,INFLAMMATORY DISEASES OF THE CENTRAL NERVOUS SYSTEM
G09,324.0,320-326.9,INFLAMMATORY DISEASES OF THE CENTRAL NERVOUS SYSTEM
G10,333.3,"330-337.99, 341-349.99",hereditary/degenerative nervous conditions; other diseases of CNS
G110,334.1,"330-337.99, 341-349.99",hereditary/degenerative nervous conditions; other diseases of CNS
G111,334.1,"330-337.99, 341-349.99",hereditary/degenerative nervous conditions; other diseases of CNS
G112,334.1,"330-337.99, 341-349.99",hereditary/degenerative nervous conditions; other diseases of CNS
G113,334.1,"330-337.99, 341-349.99",hereditary/degenerative nervous conditions; other diseases of CNS
G114,334.1,"330-337.99, 341-349.99",hereditary/degenerative nervous conditions; other diseases of CNS
G118,334.1,"330-337.99, 341-349.99",hereditary/degenerative nervous conditions; other diseases of CNS
G119,334.1,"330-337.99, 341-349.99",hereditary/degenerative nervous conditions; other diseases of CNS
G120,334.2,"330-337.99, 341-349.99",hereditary/degenerative nervous conditions; other diseases of CNS
G121,334.2,"330-337.99, 341-349.99",hereditary/degenerative nervous conditions; other diseases of CNS
G122,334.2,"330-337.99, 341-349.99",hereditary/degenerative nervous conditions; other diseases of CNS
G128,334.2,"330-337.99, 341-349.99",hereditary/degenerative nervous conditions; other diseases of CNS
G129,334.2,"330-337.99, 341-349.99",hereditary/degenerative nervous conditions; other diseases of CNS
G130,357.0,356-359.99,Disorders of the peripheral nervous system
G131,357.0,356-359.99,Disorders of the peripheral nervous system
G132,331.0,"330-337.99, 341-349.99",hereditary/degenerative nervous conditions; other diseases of CNS
G138,331.0,"330-337.99, 341-349.99",hereditary/degenerative nervous conditions; other diseases of CNS
G20,332.0,"330-337.99, 341-349.99",hereditary/degenerative nervous conditions; other diseases of CNS
G210,306.0,295-306.99,psychological disorders
G211,349.0,"330-337.99, 341-349.99",hereditary/degenerative nervous conditions; other diseases of CNS
G212,349.0,"330-337.99, 341-349.99",hereditary/degenerative nervous conditions; other diseases of CNS
G213,349.0,"330-337.99, 341-349.99",hereditary/degenerative nervous conditions; other diseases of CNS
G218,349.0,"330-337.99, 341-349.99",hereditary/degenerative nervous conditions; other diseases of CNS
G219,349.0,"330-337.99, 341-349.99",hereditary/degenerative nervous conditions; other diseases of CNS
G231,333.8,"330-337.99, 341-349.99",hereditary/degenerative nervous conditions; other diseases of CNS
G232,333.8,"330-337.99, 341-349.99",hereditary/degenerative nervous conditions; other diseases of CNS
G238,333.8,"330-337.99, 341-349.99",hereditary/degenerative nervous conditions; other diseases of CNS
G239,333.8,"330-337.99, 341-349.99",hereditary/degenerative nervous conditions; other diseases of CNS
G240,333.4,"330-337.99, 341-349.99",hereditary/degenerative nervous conditions; other diseases of CNS
G241,333.4,"330-337.99, 341-349.99",hereditary/degenerative nervous conditions; other diseases of CNS
G242,333.4,"330-337.99, 341-349.99",hereditary/degenerative nervous conditions; other diseases of CNS
G243,333.4,"330-337.99, 341-349.99",hereditary/degenerative nervous conditions; other diseases of CNS
G244,333.4,"330-337.99, 341-349.99",hereditary/degenerative nervous conditions; other diseases of CNS
G245,333.4,"330-337.99, 341-349.99",hereditary/degenerative nervous conditions; other diseases of CNS
G248,333.4,"330-337.99, 341-349.99",hereditary/degenerative nervous conditions; other diseases of CNS
G249,333.4,"330-337.99, 341-349.99",hereditary/degenerative nervous conditions; other diseases of CNS
G250,333.1,"330-337.99, 341-349.99",hereditary/degenerative nervous conditions; other diseases of CNS
G251,333.1,"330-337.99, 341-349.99",hereditary/degenerative nervous conditions; other diseases of CNS
G252,333.1,"330-337.99, 341-349.99",hereditary/degenerative nervous conditions; other diseases of CNS
G253,333.2,"330-337.99, 341-349.99",hereditary/degenerative nervous conditions; other diseases of CNS
G255,333.3,"330-337.99, 341-349.99",hereditary/degenerative nervous conditions; other diseases of CNS
G258,333.0,"330-337.99, 341-349.99",hereditary/degenerative nervous conditions; other diseases of CNS
G259,333.0,"330-337.99, 341-349.99",hereditary/degenerative nervous conditions; other diseases of CNS
G300,290.11,290-292.99,dementia and related cognitive disorders/symptoms
G301,290.11,290-292.99,dementia and related cognitive disorders/symptoms
G308,290.11,290-292.99,dementia and related cognitive disorders/symptoms
G309,290.11,290-292.99,dementia and related cognitive disorders/symptoms
G310,331.9,"330-337.99, 341-349.99",hereditary/degenerative nervous conditions; other diseases of CNS
G311,290.12,290-292.99,dementia and related cognitive disorders/symptoms
G312,331.0,"330-337.99, 341-349.99",hereditary/degenerative nervous conditions; other diseases of CNS
G318,331.0,"330-337.99, 341-349.99",hereditary/degenerative nervous conditions; other diseases of CNS
G319,331.9,"330-337.99, 341-349.99",hereditary/degenerative nervous conditions; other diseases of CNS
G320,334.0,"330-337.99, 341-349.99",hereditary/degenerative nervous conditions; other diseases of CNS
G328,349.0,"330-337.99, 341-349.99",hereditary/degenerative nervous conditions; other diseases of CNS
G35,335.0,"330-337.99, 341-349.99",hereditary/degenerative nervous conditions; other diseases of CNS
G360,341.0,"330-337.99, 341-349.99",hereditary/degenerative nervous conditions; other diseases of CNS
G361,341.0,"330-337.99, 341-349.99",hereditary/degenerative nervous conditions; other diseases of CNS
G368,341.0,"330-337.99, 341-349.99",hereditary/degenerative nervous conditions; other diseases of CNS
G369,341.0,"330-337.99, 341-349.99",hereditary/degenerative nervous conditions; other diseases of CNS
G370,341.0,"330-337.99, 341-349.99",hereditary/degenerative nervous conditions; other diseases of CNS
G371,341.0,"330-337.99, 341-349.99",hereditary/degenerative nervous conditions; other diseases of CNS
G372,341.0,"330-337.99, 341-349.99",hereditary/degenerative nervous conditions; other diseases of CNS
G373,323.2,320-326.9,INFLAMMATORY DISEASES OF THE CENTRAL NERVOUS SYSTEM
G378,341.0,"330-337.99, 341-349.99",hereditary/degenerative nervous conditions; other diseases of CNS
G379,341.0,"330-337.99, 341-349.99",hereditary/degenerative nervous conditions; other diseases of CNS
G40,345.0,"330-337.99, 341-349.99",hereditary/degenerative nervous conditions; other diseases of CNS
G400,345.12,"330-337.99, 341-349.99",hereditary/degenerative nervous conditions; other diseases of CNS
G401,345.1,"330-337.99, 341-349.99",hereditary/degenerative nervous conditions; other diseases of CNS
G402,345.12,"330-337.99, 341-349.99",hereditary/degenerative nervous conditions; other diseases of CNS
G403,345.11,"330-337.99, 341-349.99",hereditary/degenerative nervous conditions; other diseases of CNS
G404,345.11,"330-337.99, 341-349.99",hereditary/degenerative nervous conditions; other diseases of CNS
G404,345.3,"330-337.99, 341-349.99",hereditary/degenerative nervous conditions; other diseases of CNS
G405,345.3,"330-337.99, 341-349.99",hereditary/degenerative nervous conditions; other diseases of CNS
G406,345.3,"330-337.99, 341-349.99",hereditary/degenerative nervous conditions; other diseases of CNS
G407,345.3,"330-337.99, 341-349.99",hereditary/degenerative nervous conditions; other diseases of CNS
G408,345.1,"330-337.99, 341-349.99",hereditary/degenerative nervous conditions; other diseases of CNS
G409,345.0,"330-337.99, 341-349.99",hereditary/degenerative nervous conditions; other diseases of CNS
G410,345.1,"330-337.99, 341-349.99",hereditary/degenerative nervous conditions; other diseases of CNS
G411,345.1,"330-337.99, 341-349.99",hereditary/degenerative nervous conditions; other diseases of CNS
G412,345.3,"330-337.99, 341-349.99",hereditary/degenerative nervous conditions; other diseases of CNS
G418,345.0,"330-337.99, 341-349.99",hereditary/degenerative nervous conditions; other diseases of CNS
G419,345.1,"330-337.99, 341-349.99",hereditary/degenerative nervous conditions; other diseases of CNS
G430,340.0,339-340.99,Headache; including migraine
G431,340.1,339-340.99,Headache; including migraine
G432,340.0,339-340.99,Headache; including migraine
G433,340.1,339-340.99,Headache; including migraine
G438,340.0,339-340.99,Headache; including migraine
G439,340.0,339-340.99,Headache; including migraine
G440,340.0,339-340.99,Headache; including migraine
G441,339.0,339-340.99,Headache; including migraine
G442,306.9,295-306.99,psychological disorders
G443,339.0,339-340.99,Headache; including migraine
G444,339.0,339-340.99,Headache; including migraine
G448,339.0,339-340.99,Headache; including migraine
G450,433.31,430-438.99,CEREBROVASCULAR DISEASE
G451,433.31,430-438.99,CEREBROVASCULAR DISEASE
G452,433.31,430-438.99,CEREBROVASCULAR DISEASE
G453,362.4,"250.70-250.79,360-365.99",diabetic retinopathy and degenerative disorders of the eye
G454,433.0,430-438.99,CEREBROVASCULAR DISEASE
G458,433.31,430-438.99,CEREBROVASCULAR DISEASE
G459,433.31,430-438.99,CEREBROVASCULAR DISEASE
G460,433.31,430-438.99,CEREBROVASCULAR DISEASE
G461,433.31,430-438.99,CEREBROVASCULAR DISEASE
G462,433.31,430-438.99,CEREBROVASCULAR DISEASE
G463,433.0,430-438.99,CEREBROVASCULAR DISEASE
G464,433.0,430-438.99,CEREBROVASCULAR DISEASE
G465,433.0,430-438.99,CEREBROVASCULAR DISEASE
G466,433.0,430-438.99,CEREBROVASCULAR DISEASE
G467,433.0,430-438.99,CEREBROVASCULAR DISEASE
G468,433.0,430-438.99,CEREBROVASCULAR DISEASE
G470,327.41,327-328.99,Sleep disorders
G471,291.8,290-292.99,dementia and related cognitive disorders/symptoms
G472,327.6,327-328.99,Sleep disorders
G473,327.3,327-328.99,Sleep disorders
G474,347.0,"330-337.99, 341-349.99",hereditary/degenerative nervous conditions; other diseases of CNS
G478,327.0,327-328.99,Sleep disorders
G479,327.0,327-328.99,Sleep disorders
G500,352.1,351-355.99,mononeuritis and nerve lesions
G501,352.1,351-355.99,mononeuritis and nerve lesions
G508,352.1,351-355.99,mononeuritis and nerve lesions
G509,352.1,351-355.99,mononeuritis and nerve lesions
G510,352.2,351-355.99,mononeuritis and nerve lesions
G511,352.2,351-355.99,mononeuritis and nerve lesions
G512,352.2,351-355.99,mononeuritis and nerve lesions
G513,352.2,351-355.99,mononeuritis and nerve lesions
G514,352.2,351-355.99,mononeuritis and nerve lesions
G518,352.2,351-355.99,mononeuritis and nerve lesions
G519,352.2,351-355.99,mononeuritis and nerve lesions
G520,352.0,351-355.99,mononeuritis and nerve lesions
G521,352.0,351-355.99,mononeuritis and nerve lesions
G522,352.0,351-355.99,mononeuritis and nerve lesions
G523,352.0,351-355.99,mononeuritis and nerve lesions
G527,352.0,351-355.99,mononeuritis and nerve lesions
G528,352.0,351-355.99,mononeuritis and nerve lesions
G529,352.0,351-355.99,mononeuritis and nerve lesions
G530,53.1,050-079.99,Viral infection
G532,697.0,690-697.99,Other inflammatory condition of skin
G540,353.1,351-355.99,mononeuritis and nerve lesions
G541,353.1,351-355.99,mononeuritis and nerve lesions
G542,353.2,351-355.99,mononeuritis and nerve lesions
G543,353.2,351-355.99,mononeuritis and nerve lesions
G544,353.2,351-355.99,mononeuritis and nerve lesions
G545,353.1,351-355.99,mononeuritis and nerve lesions
G546,353.0,351-355.99,mononeuritis and nerve lesions
G547,353.0,351-355.99,mononeuritis and nerve lesions
G548,353.0,351-355.99,mononeuritis and nerve lesions
G549,353.0,351-355.99,mononeuritis and nerve lesions
G550,353.0,351-355.99,mononeuritis and nerve lesions
G551,722.9,720-724.99,DORSOPATHIES
G552,353.0,351-355.99,mononeuritis and nerve lesions
G553,907.0,905-909.99,"Late effects of injuries, poisonings, toxic effects, and other external causes"
G553,353.0,351-355.99,mononeuritis and nerve lesions
G553,,,
G560,351.0,351-355.99,mononeuritis and nerve lesions
