,features,id,names,category
5375,f.41200.G199,41200,Operative procedures - main OPCS4,Summary Operations
5376,f.41200.G215,41200,Operative procedures - main OPCS4,Summary Operations
5377,f.41200.G234,41200,Operative procedures - main OPCS4,Summary Operations
5378,f.41200.G271,41200,Operative procedures - main OPCS4,Summary Operations
5379,f.41200.G272,41200,Operative procedures - main OPCS4,Summary Operations
5380,f.41200.G273,41200,Operative procedures - main OPCS4,Summary Operations
5381,f.41200.G274,41200,Operative procedures - main OPCS4,Summary Operations
5382,f.41200.G275,41200,Operative procedures - main OPCS4,Summary Operations
5383,f.41200.G278,41200,Operative procedures - main OPCS4,Summary Operations
5384,f.41200.G279,41200,Operative procedures - main OPCS4,Summary Operations
5385,f.41200.G281,41200,Operative procedures - main OPCS4,Summary Operations
5386,f.41200.G282,41200,Operative procedures - main OPCS4,Summary Operations
5387,f.41200.G283,41200,Operative procedures - main OPCS4,Summary Operations
5388,f.41200.G284,41200,Operative procedures - main OPCS4,Summary Operations
5389,f.41200.G285,41200,Operative procedures - main OPCS4,Summary Operations
5390,f.41200.G288,41200,Operative procedures - main OPCS4,Summary Operations
5391,f.41200.G289,41200,Operative procedures - main OPCS4,Summary Operations
5392,f.41200.G291,41200,Operative procedures - main OPCS4,Summary Operations
5393,f.41200.G292,41200,Operative procedures - main OPCS4,Summary Operations
5394,f.41200.G294,41200,Operative procedures - main OPCS4,Summary Operations
5395,f.41200.G295,41200,Operative procedures - main OPCS4,Summary Operations
5396,f.41200.G298,41200,Operative procedures - main OPCS4,Summary Operations
5397,f.41200.G302,41200,Operative procedures - main OPCS4,Summary Operations
5398,f.41200.G303,41200,Operative procedures - main OPCS4,Summary Operations
5399,f.41200.G304,41200,Operative procedures - main OPCS4,Summary Operations
5400,f.41200.G305,41200,Operative procedures - main OPCS4,Summary Operations
5401,f.41200.G321,41200,Operative procedures - main OPCS4,Summary Operations
5402,f.41200.G322,41200,Operative procedures - main OPCS4,Summary Operations
5403,f.41200.G323,41200,Operative procedures - main OPCS4,Summary Operations
5404,f.41200.G325,41200,Operative procedures - main OPCS4,Summary Operations
5405,f.41200.G329,41200,Operative procedures - main OPCS4,Summary Operations
5406,f.41200.G330,41200,Operative procedures - main OPCS4,Summary Operations
5407,f.41200.G331,41200,Operative procedures - main OPCS4,Summary Operations
5408,f.41200.G332,41200,Operative procedures - main OPCS4,Summary Operations
5409,f.41200.G333,41200,Operative procedures - main OPCS4,Summary Operations
5410,f.41200.G335,41200,Operative procedures - main OPCS4,Summary Operations
5411,f.41200.G336,41200,Operative procedures - main OPCS4,Summary Operations
5412,f.41200.G339,41200,Operative procedures - main OPCS4,Summary Operations
5413,f.41200.G341,41200,Operative procedures - main OPCS4,Summary Operations
5414,f.41200.G342,41200,Operative procedures - main OPCS4,Summary Operations
5415,f.41200.G343,41200,Operative procedures - main OPCS4,Summary Operations
5416,f.41200.G344,41200,Operative procedures - main OPCS4,Summary Operations
5417,f.41200.G345,41200,Operative procedures - main OPCS4,Summary Operations
5418,f.41200.G348,41200,Operative procedures - main OPCS4,Summary Operations
5419,f.41200.G349,41200,Operative procedures - main OPCS4,Summary Operations
5420,f.41200.G351,41200,Operative procedures - main OPCS4,Summary Operations
5421,f.41200.G352,41200,Operative procedures - main OPCS4,Summary Operations
5422,f.41200.G358,41200,Operative procedures - main OPCS4,Summary Operations
5423,f.41200.G362,41200,Operative procedures - main OPCS4,Summary Operations
5424,f.41200.G363,41200,Operative procedures - main OPCS4,Summary Operations
5425,f.41200.G382,41200,Operative procedures - main OPCS4,Summary Operations
5426,f.41200.G383,41200,Operative procedures - main OPCS4,Summary Operations
5427,f.41200.G385,41200,Operative procedures - main OPCS4,Summary Operations
5428,f.41200.G386,41200,Operative procedures - main OPCS4,Summary Operations
5429,f.41200.G387,41200,Operative procedures - main OPCS4,Summary Operations
5430,f.41200.G388,41200,Operative procedures - main OPCS4,Summary Operations
5431,f.41200.G421,41200,Operative procedures - main OPCS4,Summary Operations
5432,f.41200.G422,41200,Operative procedures - main OPCS4,Summary Operations
5433,f.41200.G428,41200,Operative procedures - main OPCS4,Summary Operations
5434,f.41200.G429,41200,Operative procedures - main OPCS4,Summary Operations
5435,f.41200.G434,41200,Operative procedures - main OPCS4,Summary Operations
5436,f.41200.G435,41200,Operative procedures - main OPCS4,Summary Operations
5437,f.41200.G436,41200,Operative procedures - main OPCS4,Summary Operations
5438,f.41200.G437,41200,Operative procedures - main OPCS4,Summary Operations
5439,f.41200.G445,41200,Operative procedures - main OPCS4,Summary Operations
5440,f.41200.G446,41200,Operative procedures - main OPCS4,Summary Operations
5441,f.41200.G447,41200,Operative procedures - main OPCS4,Summary Operations
5442,f.41200.G449,41200,Operative procedures - main OPCS4,Summary Operations
5443,f.41200.G469,41200,Operative procedures - main OPCS4,Summary Operations
5444,f.41200.G481,41200,Operative procedures - main OPCS4,Summary Operations
5445,f.41200.G482,41200,Operative procedures - main OPCS4,Summary Operations
5446,f.41200.G483,41200,Operative procedures - main OPCS4,Summary Operations
5447,f.41200.G484,41200,Operative procedures - main OPCS4,Summary Operations
5448,f.41200.G485,41200,Operative procedures - main OPCS4,Summary Operations
5449,f.41200.G486,41200,Operative procedures - main OPCS4,Summary Operations
5450,f.41200.G488,41200,Operative procedures - main OPCS4,Summary Operations
5451,f.41200.G489,41200,Operative procedures - main OPCS4,Summary Operations
5452,f.41200.G492,41200,Operative procedures - main OPCS4,Summary Operations
5453,f.41200.G493,41200,Operative procedures - main OPCS4,Summary Operations
5454,f.41200.G499,41200,Operative procedures - main OPCS4,Summary Operations
5455,f.41200.G534,41200,Operative procedures - main OPCS4,Summary Operations
5456,f.41200.G535,41200,Operative procedures - main OPCS4,Summary Operations
5457,f.41200.G559,41200,Operative procedures - main OPCS4,Summary Operations
5458,f.41200.G581,41200,Operative procedures - main OPCS4,Summary Operations
5459,f.41200.G582,41200,Operative procedures - main OPCS4,Summary Operations
5460,f.41200.G584,41200,Operative procedures - main OPCS4,Summary Operations
5461,f.41200.G585,41200,Operative procedures - main OPCS4,Summary Operations
5462,f.41200.G591,41200,Operative procedures - main OPCS4,Summary Operations
5463,f.41200.G612,41200,Operative procedures - main OPCS4,Summary Operations
5464,f.41200.G613,41200,Operative procedures - main OPCS4,Summary Operations
5465,f.41200.G641,41200,Operative procedures - main OPCS4,Summary Operations
5466,f.41200.G642,41200,Operative procedures - main OPCS4,Summary Operations
5467,f.41200.G643,41200,Operative procedures - main OPCS4,Summary Operations
5468,f.41200.G648,41200,Operative procedures - main OPCS4,Summary Operations
5469,f.41200.G651,41200,Operative procedures - main OPCS4,Summary Operations
5470,f.41200.G658,41200,Operative procedures - main OPCS4,Summary Operations
5471,f.41200.G659,41200,Operative procedures - main OPCS4,Summary Operations
5472,f.41200.G673,41200,Operative procedures - main OPCS4,Summary Operations
5473,f.41200.G674,41200,Operative procedures - main OPCS4,Summary Operations
5474,f.41200.G678,41200,Operative procedures - main OPCS4,Summary Operations
5475,f.41200.G691,41200,Operative procedures - main OPCS4,Summary Operations
5476,f.41200.G692,41200,Operative procedures - main OPCS4,Summary Operations
5477,f.41200.G693,41200,Operative procedures - main OPCS4,Summary Operations
5478,f.41200.G694,41200,Operative procedures - main OPCS4,Summary Operations
5479,f.41200.G698,41200,Operative procedures - main OPCS4,Summary Operations
5480,f.41200.G699,41200,Operative procedures - main OPCS4,Summary Operations
5481,f.41200.G703,41200,Operative procedures - main OPCS4,Summary Operations
5482,f.41200.G714,41200,Operative procedures - main OPCS4,Summary Operations
5483,f.41200.G715,41200,Operative procedures - main OPCS4,Summary Operations
5484,f.41200.G716,41200,Operative procedures - main OPCS4,Summary Operations
5485,f.41200.G725,41200,Operative procedures - main OPCS4,Summary Operations
5486,f.41200.G738,41200,Operative procedures - main OPCS4,Summary Operations
5487,f.41200.G739,41200,Operative procedures - main OPCS4,Summary Operations
5488,f.41200.G741,41200,Operative procedures - main OPCS4,Summary Operations
5489,f.41200.G742,41200,Operative procedures - main OPCS4,Summary Operations
5490,f.41200.G743,41200,Operative procedures - main OPCS4,Summary Operations
5491,f.41200.G748,41200,Operative procedures - main OPCS4,Summary Operations
5492,f.41200.G749,41200,Operative procedures - main OPCS4,Summary Operations
5493,f.41200.G751,41200,Operative procedures - main OPCS4,Summary Operations
5494,f.41200.G752,41200,Operative procedures - main OPCS4,Summary Operations
5495,f.41200.G753,41200,Operative procedures - main OPCS4,Summary Operations
5496,f.41200.G754,41200,Operative procedures - main OPCS4,Summary Operations
5497,f.41200.G755,41200,Operative procedures - main OPCS4,Summary Operations
5498,f.41200.G756,41200,Operative procedures - main OPCS4,Summary Operations
5499,f.41200.G758,41200,Operative procedures - main OPCS4,Summary Operations
5500,f.41200.G759,41200,Operative procedures - main OPCS4,Summary Operations
5501,f.41200.G761,41200,Operative procedures - main OPCS4,Summary Operations
5502,f.41200.G762,41200,Operative procedures - main OPCS4,Summary Operations
5503,f.41200.G763,41200,Operative procedures - main OPCS4,Summary Operations
5504,f.41200.G768,41200,Operative procedures - main OPCS4,Summary Operations
5505,f.41200.G769,41200,Operative procedures - main OPCS4,Summary Operations
5506,f.41200.G781,41200,Operative procedures - main OPCS4,Summary Operations
5507,f.41200.G782,41200,Operative procedures - main OPCS4,Summary Operations
5508,f.41200.G783,41200,Operative procedures - main OPCS4,Summary Operations
5509,f.41200.G784,41200,Operative procedures - main OPCS4,Summary Operations
5510,f.41200.G788,41200,Operative procedures - main OPCS4,Summary Operations
5511,f.41200.G789,41200,Operative procedures - main OPCS4,Summary Operations
5512,f.41200.G791,41200,Operative procedures - main OPCS4,Summary Operations
5513,f.41200.G792,41200,Operative procedures - main OPCS4,Summary Operations
5514,f.41200.G793,41200,Operative procedures - main OPCS4,Summary Operations
5515,f.41200.G798,41200,Operative procedures - main OPCS4,Summary Operations
5516,f.41200.G799,41200,Operative procedures - main OPCS4,Summary Operations
5517,f.41200.G828,41200,Operative procedures - main OPCS4,Summary Operations
5518,f.41200.G829,41200,Operative procedures - main OPCS4,Summary Operations
5519,f.41200.H012,41200,Operative procedures - main OPCS4,Summary Operations
5520,f.41200.H013,41200,Operative procedures - main OPCS4,Summary Operations
5521,f.41200.H032,41200,Operative procedures - main OPCS4,Summary Operations
5522,f.41200.H033,41200,Operative procedures - main OPCS4,Summary Operations
5523,f.41200.H039,41200,Operative procedures - main OPCS4,Summary Operations
5524,f.41200.H064,41200,Operative procedures - main OPCS4,Summary Operations
5525,f.41200.H065,41200,Operative procedures - main OPCS4,Summary Operations
5526,f.41200.H068,41200,Operative procedures - main OPCS4,Summary Operations
5527,f.41200.H069,41200,Operative procedures - main OPCS4,Summary Operations
5528,f.41200.H071,41200,Operative procedures - main OPCS4,Summary Operations
5529,f.41200.H072,41200,Operative procedures - main OPCS4,Summary Operations
5530,f.41200.H073,41200,Operative procedures - main OPCS4,Summary Operations
5531,f.41200.H074,41200,Operative procedures - main OPCS4,Summary Operations
5532,f.41200.H075,41200,Operative procedures - main OPCS4,Summary Operations
5533,f.41200.H078,41200,Operative procedures - main OPCS4,Summary Operations
5534,f.41200.H079,41200,Operative procedures - main OPCS4,Summary Operations
5535,f.41200.H081,41200,Operative procedures - main OPCS4,Summary Operations
5536,f.41200.H082,41200,Operative procedures - main OPCS4,Summary Operations
5537,f.41200.H083,41200,Operative procedures - main OPCS4,Summary Operations
5538,f.41200.H084,41200,Operative procedures - main OPCS4,Summary Operations
5539,f.41200.H085,41200,Operative procedures - main OPCS4,Summary Operations
5540,f.41200.H088,41200,Operative procedures - main OPCS4,Summary Operations
5541,f.41200.H089,41200,Operative procedures - main OPCS4,Summary Operations
5542,f.41200.H091,41200,Operative procedures - main OPCS4,Summary Operations
5543,f.41200.H092,41200,Operative procedures - main OPCS4,Summary Operations
5544,f.41200.H093,41200,Operative procedures - main OPCS4,Summary Operations
5545,f.41200.H094,41200,Operative procedures - main OPCS4,Summary Operations
5546,f.41200.H095,41200,Operative procedures - main OPCS4,Summary Operations
5547,f.41200.H096,41200,Operative procedures - main OPCS4,Summary Operations
5548,f.41200.H098,41200,Operative procedures - main OPCS4,Summary Operations
5549,f.41200.H099,41200,Operative procedures - main OPCS4,Summary Operations
5550,f.41200.H106,41200,Operative procedures - main OPCS4,Summary Operations
5551,f.41200.H115,41200,Operative procedures - main OPCS4,Summary Operations
5552,f.41200.H121,41200,Operative procedures - main OPCS4,Summary Operations
5553,f.41200.H122,41200,Operative procedures - main OPCS4,Summary Operations
5554,f.41200.H123,41200,Operative procedures - main OPCS4,Summary Operations
5555,f.41200.H128,41200,Operative procedures - main OPCS4,Summary Operations
5556,f.41200.H129,41200,Operative procedures - main OPCS4,Summary Operations
5557,f.41200.H134,41200,Operative procedures - main OPCS4,Summary Operations
5558,f.41200.H135,41200,Operative procedures - main OPCS4,Summary Operations
5559,f.41200.H139,41200,Operative procedures - main OPCS4,Summary Operations
5560,f.41200.H141,41200,Operative procedures - main OPCS4,Summary Operations
